,0
2DGLCNRx,-12.039546384219648
2DGLCNRy,-11.923221085459318
2DGULRx,-10.180843698230092
2DGULRy,-10.064518399469762
A5PISO,-2.439325118493116
AACPS1,913.2919456766344
AACPS2,856.8567442213744
AACPS3,958.895008803491
AACPS4,881.1643516419383
AACPS5,926.3111543125888
ABTA,6.459415746261328
ABUTD,-58.11961823173954
ACALDi,-23.1414564399752
ACCOACr,-11.622931874865571
ACCOAL,12.255819775913778
ACGK,24.321449136152523
ACGS,-28.16627880855964
ACHBS,-26.383343164485353
ACKr,13.759529372706993
ACLS,-35.10806703949879
ACOATA,862.0138450820896
ACODA,-7.354026994827649
ACONT,6.536792976841525
ACOTA,-3.3301592154226682
ACS,-10.360871728387337
ADA,-18.160657191136593
ADCL,-93.0406968154314
ADCS,-18.431447188129084
ADD,-19.744472036344177
ADK1,0.2878584620257243
ADK3,3.114013753522613
ADMDCr,-28.29235578910084
ADNK1,-17.712992455099425
ADPT,-22.79237857031876
ADSK,-20.40859973816646
ADSL1r,15.842740368639966
ADSL2r,23.51254823250713
ADSS,-4.91271468788409
AGMHE,0.0
AGPR,1.457326398668215
AICART,11.807911689136063
AIRC2,-64.682047537514
AIRC3,-30.84849622034517
ALAALAr,-30.375828140312194
ALAR,-0.040967133278968504
ALATAD2,1.7888402260613248
ALATAL,0.1907504877641486
ALATAL2,1.7478730927823563
ALDD2x,-60.622389425960534
AMALT1,-1.2979116924454956
AMALT2,0.355555903965751
AMALT3,-1.2978413990206263
AMALT4,-1.2978595063680132
AMPN,-17.963912794835096
ANPRT,-64.01237730137655
ANS,-111.47285400614064
APRAUR,-22.262732419574604
ARGSL,11.626432553635539
ARGSS,-9.033845753255434
ASAD,-28.15578525442811
ASNN,-17.844392455229922
ASNS1,-44.712690840059
ASNS2,-29.997412259142834
ASP1DC,-24.82405773490575
ASPCT,-22.259864331599715
ASPK,20.359252174534504
ASPO3,-73.39389552288549
ASPO4,34.4017620272848
ASPO5,0.24286509190426386
ASPO6,-70.99297109221163
ASPT,12.948580437828753
ASPTA,2.833676737134283
AST,-10.872870563685069
ATPHYD,-32.17480032493563
ATPPRT,-150.0706002812799
BETALDHx,-47.3198433507315
BETALDHy,-47.43616864949183
BPNT,-7.864619075421842
BSORx,50.19959832193126
BSORy,50.31592362069159
C120SN,-3154.689497168866
C140SN,-4016.4770841365244
C141SN,-3994.1759176596215
C160SN,-4806.900229207202
C161SN,-4828.591713008085
C181SN,-5616.950277860704
CAT,-191.8930926305892
CBMK,24.18080438703805
CBPS,-22.709274518813572
CDAPPAEC,-84.56095297699449
CHORM,-48.66202224662402
CHORS,-45.02695319768986
CITL,3.6936580626950217
CLPNSEC,-76.21048315187909
CMPN,-9.464768993214676
CS,-41.17459104868033
CSND,-26.913717063467544
CTPS2,-22.218820310290084
CYSS,-50.97987925573829
CYSTL,0.43119235862967287
cytd,-14.036008945053254
CYTDK2,-15.52992780512136
CYTK1,1.7563406416770704
CYTK2,1.3805626999817378
DAAD,20.559115922297792
DADA,-16.955576942003347
DADK,3.253801900972803
DAGKEC,-324.5072455417526
DAPDC,-23.55084360166694
DAPE,-1.653011966130407
DASYNEC,35.052977058231136
DB4PS,-90.62526958265528
DCTPD,-30.255700296738723
DCYTD,-20.18698739106145
DDPA,-74.297080381471
DGK1,5.027646050138628
DHAD1,-36.93102826753085
DHAD2,-36.92827220033627
DHAPT,-39.80604211318905
DHDPRy,-18.41345403400709
DHDPS,-130.4484036478138
DHFR,-19.50592470261097
DHFS,-22.785501576073216
DHNPA2,7.154116557782999
DHORD2,-125.02567313541834
DHORD5,-17.230015585248054
DHORTS,-9.808174910481341
DHPPDA2,-10.967249750837595
DHPS2,-61.5026829728713
DHQD,-5.2902357833955875
DHQS,-150.0342535696857
DKGLCNR1,-21.54455336194394
DKGLCNR2x,-18.791209465359202
DKGLCNR2y,-18.674884166598872
DKMPPD,-534.6490945284971
DKMPPD2,-225.8268461161333
DNMPPA,-8.732720654704735
DNTPPA,-55.10051786402528
DPCOAK,-0.29322130572040805
DPR,-13.274219613782122
DRPA,20.26099199861619
DTMPK,-1.568742124803066
DURIK1,-19.702867548793847
DURIPP,5.3492354813899965
DUTPDP,-46.73439730236464
EDA,16.45538857574502
EDD,-42.8353264499749
EDTXS1,-960.6164855163611
EDTXS2,-932.3330730982225
ENO,-3.789037687534801
ETHAAL,-36.08606211011542
F6PA,20.301599036618427
FAO1,138.7065626504409
FAO2,167.97517748577684
FBA,24.27540626614109
FBP,-10.639095753505899
FMNAT,-8.464677602663642
FRD2,-34.158896935380426
FRD3,-11.648377350586543
FTHFD,-29.95712948114567
fum,-3.423355660090124
G1PACT,-26.590223364353733
G1PP,-16.491076505031288
G3PD2,19.92110674493415
G3PD5,-109.17097456642864
G3PD6,-1.3753170162583501
G3PD7,-23.885836601052915
G5SADs,-9.595844176131834
G5SD,-4.70937252057638
G6PDA,2.2819162031969427
G6PDH2r,-9.503560138332432
GALU,0.4907594602595964
GAPD,-1.602500889356179
GARFT,-3.724407137347498
GART,-5.942077981137572
GCALDD,-71.81501031791277
GF6PTA,-16.997194784112935
GHMT2,-6.614538589320205
GK1,0.11663105385605377
GLCP,34.74088936888393
GLCS1,-63.40516704762376
GLGC,-8.2130765077261
GLNS,-17.459521744019796
GLU5K,28.473846229088394
GLUDC,-28.660884666860056
GLUDy,30.512407312765717
GLUN,-14.71527858091595
GLUPRT,-66.78189091198283
GLUR,-0.5510923379160317
GLUSy,-45.22768589368167
GLXCL,-23.99661565848885
GLYATi,-30.822571232534955
GLYCDx,18.315182364541158
GLYCK,-18.1862850827697
GLYCL,11.21542573145507
GLYCLTDx,-38.5511789218595
GLYCLTDy,-38.43485362309917
GLYCTO2,-90.65722768826362
GLYCTO3,17.138429861906673
GLYCTO4,-5.3720897228878925
GLYK,-19.284147021060335
GLYOX,-36.45049127306021
GMHEPAT,-12.41105409636225
GMHEPK,-14.814949141406942
GMHEPPA,-8.104951916203845
GMPR,-27.643056380805206
GMPS2,-48.70199918280866
GND,-0.25263512013589207
GNK,-15.33386448491865
GPDDA2,-62.237668949662066
GPDDA4,-76.89882945887064
GSNK,-24.620400260481745
GSPMDA,-4.106289567057729
GSPMDS,-28.068510757877903
GTPCI,-86.06374097442449
GTPCII2,-90.84793613051545
GUAD,-18.889476800030096
GUAPRT,-33.145369863087694
HEX1,-23.056140716217215
histd,-22.61163757900559
HISTP,-22.4257900226836
HPPK2,-13.06945146153248
HPYRI,1.5767923174198586
HPYRRx,-25.613370710588526
HPYRRy,-25.497045411828196
HSDy,16.670047185058877
HSK,-42.15947871224421
HSST,-30.06241900737126
HSTPT,8.983435284163079
HXPRT,-30.37799681034062
HYPOE,-12.949896568764927
ICDHyr,-5.162673662162547
ICL,9.73992544516733
IDOND,-13.05051289357516
IDOND2,-12.93418759481483
IG3PS,255.5479862649271
IGPDH,-41.2847328176141
IGPS,-80.29468824891535
ILETA,-5.914550397008213
IMPC,19.591499765496565
IMPD,13.904297567085337
INSK,-26.882425540329223
IPMD,13.054288193214859
IPPMIa,-3.690450114833652
IPPMIb,-0.395775244705419
IPPS,-29.100854647430197
KARA1i,-12.93436575456758
KARA2i,-12.934160440877463
KAS14,-911.4969380925921
KAS15,-49.48309301050267
KAS16,-829.5209862175429
KDOCT2,37.889636927930724
KDOPP,-11.528654979496423
KDOPS,-70.00451032286583
LDHD,18.06746162488588
LDHD2,-111.1409449852369
LEUTAi,-0.3442641239518025
LGTHL,-23.413934036813686
L-LACD2,-108.06361959499026
L-LACD3,-0.26796204482042185
LPADSS,-28.35979171983945
LPLIPA1,-3.683196487969724
LPLIPA2,-105.48485200418372
LPLIPA3,-67.54125893610149
LPLIPA4,-17.22797746365859
LPLIPA5,20.71561560442342
LPLIPA6,84.5736780525549
LPSSYNEC,-527.8680878416553
MACPD,65.3249354326374
MALS,-41.2724833318436
MCITD,-2.8551123771169387
MCITL2,6.1514473924190725
MCITS,-43.016966944658975
MCOATA,776.137041199382
MDH,23.937184570921772
MDH2,-105.27122203920135
MDH3,2.5244355109689423
MDRPD,-41.010934959724864
ME1,1.5588868837849077
ME2,1.4425615850245777
METAT,-49.922774693290364
METS,-3.212078612702385
MGSA,-59.48194731247153
MICITD,2.85502830113694
MLTG2,-12.934868482314641
MLTG3,-14.588336078725888
MLTG4,-12.93493877573951
MLTG5,-12.934920668392124
MLTP1,1.9027404263053995
MLTP2,3.556137729291777
MLTP3,3.5561558366391637
MMCD,-24.626779565148354
MME,-0.11721259108935556
MMM2,8.171018057114452
MOAT,-75.47092064528351
MOAT2,-67.95971870268477
MOHMT,6.29743478305943
MTAN,-14.190817826147054
MTHFC,-5.745623632614127
MTHFD,4.234659287272677
MTHFR2,-37.900520263791805
MTRI,-10.101154051089338
MTRK,-7.649734326384646
NACODA,-8.414303206397989
NADDP,-44.90182390927191
NADH10,-21.412749059953057
NADH5,-129.2084066101229
NADH9,-43.92326864474717
NADK,-15.637623434291072
NADPPPS,-16.53717689064456
NADS1,-27.848683895564363
NAMNPP,-38.14322383648448
NDPK1,-2.826155291496434
NDPK2,-1.5846809309405216
NDPK3,0.1976890247397023
NDPK4,-0.06997170513204765
NDPK5,1.4057168852955328
NDPK6,-1.593121266043454
NDPK7,4.08806302302537
NDPK8,2.396527532010623
NMNAT,-2.939980805100845
NMNDA,1.844766254018964
NMNN,-30.802942467261516
NNAM,-2.1401591323242712
NNAT,-24.777867877928088
NNDPR,-32.54010165058219
NTD1,-12.471932776141784
NTD10,-11.333373566948808
NTD11,-5.292374784606409
NTD2,-7.63098224084797
NTD3,-16.2524710088299
NTD4,-13.818717228317837
NTD5,-8.412578129737994
NTD6,-16.035711612122782
NTD7,-14.461807869836207
NTD8,-14.068375354212208
NTD9,-7.554400064453887
NTPP1,-53.98730918778074
NTPP2,-44.844422014706424
NTPP3,-53.02257197535391
NTPP4,-49.50797591876335
NTPP5,-53.204275685329776
NTPP6,-47.841804714372984
NTPP7,-45.91523242241192
NTPP8,-45.06046125572493
NTPTP1,-70.95354681528215
NTPTP2,-55.29668435244912
OBTFL,-3.5598610758808036
OCBT,-30.178314668925623
OMCDC,-21.936145618438218
OMPDC,-30.290912488885624
ORNDC,-34.91535545550812
ORNTA,-4.390435426993008
ORPT,0.28479646214782406
P5CD,-46.22710455855565
P5CR,-39.41498343723168
PANTS,-54.72552778281721
PAPAEC,292.3324452168172
PAPPT3,-3.3614765781603637
PAPSR,-47.58934530964916
PASYNEC,-2017.3487035652531
PDH,-44.77599396580831
PDXPP,-19.150356588305385
PEPTEC,-6.999116975381639
PFK,-21.535704571429505
PFL,-19.71393268566203
PGAMT,-3.759295879036131
PGCD,28.3350347419032
PGI,2.615503726105544
PGK,19.4252708952165
PGL,-27.981732537904918
PGM,-4.505047500531418
PGMT,-7.3724168963128704
PGPPEC,438.42305550505955
PGSAEC,-300.594679470459
PHETA1,-0.03726257941957556
PLIPA1,-95.32878436229879
PLIPA2,-122.61623476539762
PMDPHT,-14.954318680996948
PNTK,-14.616761519669353
POX,-211.46533356191685
ppa,-16.79565439752446
PPAKr,-32.794738080875504
PPC,-32.040647409080975
PPCDC,-31.64792396076723
PPCK,-0.13415291585511113
