,met,lb,ub
0,2dhglcn_c,9.999999999999994e-05,1.0000000000000002
1,nadh_c,9.999999999999994e-05,2.8331401300858796
2,glcn_c,9.999999999999994e-05,0.751009460922482
3,nad_c,9.999999999999994e-05,21.6802092686359
4,nadph_c,9.999999999999994e-05,2.819735869466046
5,nadp_c,9.999999999999994e-05,0.06950785924102032
6,2dhguln_c,9.999999999999994e-05,1.0000000000000002
7,idon-L_c,0.00010000000000000029,1.0000000000000002
8,o2_c,0.10000000000000009,0.2470978718328591
9,h2o_c,1000.0,1000.0
10,pi_c,20.0,25.0
11,5dglcn_c,9.999999999999994e-05,1.0000000000000002
12,ru5p-D_c,0.07009065135841061,0.11734067620233485
13,ara5p_c,9.999999999999994e-05,1.0000000000000002
14,ACP_c,9.999999999999958e-05,1.0000000000000002
15,atp_c,0.9348246500177376,1.5097713166455766
16,ttdca_c,9.999999999999994e-05,1.0000000000000002
17,amp_c,0.015224183888986966,2.099753181512859
18,myrsACP_c,9.999999999999994e-05,1.0000000000000002
19,ppi_c,0.00010000000000000029,1.0000000000000002
20,ttdcea_c,9.999999999999994e-05,1.0000000000000002
21,tdeACP_c,9.999999999999994e-05,1.0000000000000002
22,hdca_c,9.999999999999994e-05,1.0000000000000002
23,palmACP_c,9.999999999999994e-05,1.0000000000000002
24,hdcea_c,9.999999999999994e-05,1.0000000000000002
25,hdeACP_c,9.999999999999994e-05,1.0000000000000002
26,ocdcea_c,9.999999999999994e-05,1.0000000000000002
27,octeACP_c,9.999999999999994e-05,1.0000000000000002
28,dtdp_c,0.7920570976154991,1.6723844264994927
29,g6p_c,0.6166643194721878,0.779362923631172
30,4abut_c,0.00010000000000000029,1.0000000000000002
31,akg_c,0.11030971074525167,0.35359173167187835
32,glu-L_c,13.416636056298927,14.430417699438069
33,sucsal_c,9.999999999999994e-05,1.0000000000000002
34,4abutn_c,9.999999999999994e-05,1.0000000000000002
35,accoa_c,9.999999999999994e-05,3.019743433845718
36,ac_c,9.999999999999994e-05,1.0000000000000002
37,coa_c,9.999999999999994e-05,94.45831618726818
38,acald_c,0.00010000000000000029,1.0000000000000002
39,gtp_c,0.5009961753328983,0.9036957260887923
40,co2tot_c,0.19999999999999984,0.3999999999999997
41,adp_c,0.4645959679219938,0.7610968416581227
42,malcoa_c,0.00010000000000000029,6.2549057746590115
43,ppa_c,0.00010000000000000029,1.0000000000000002
44,ppcoa_c,0.008585566440419839,0.02780710200274305
45,uacgam_c,1.9891701059352034,48.07363043748245
46,udcpp_c,9.999999999999958e-05,1.0000000000000002
47,ump_c,0.00010000000000000029,1.0000000000000002
48,acglu_c,0.00010000000000000029,1.0000000000000002
49,acg5p_c,0.00010000000000000029,1.0000000000000002
50,2obut_c,9.999999999999994e-05,1.0000000000000002
51,pyr_c,9.999999992312809e-05,16.540937373872374
